morphemes	target	prediction	morphemes_predseg	prediction_predseg
za_i_wadi	PossConc10_NPrePre9_NStem	PossConc10_NPrePre9_NStem	za_i_wadi	PossConc10_NPrePre9_NStem
,	Punc	Punc	,	Punc
a_ma_qela	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_qela	NPrePre6_BPre6_NStem
a_ba_hlali	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_hlali	NPrePre2_BPre2_NStem
,	Punc	Punc	,	Punc
i_zi_phatha_mandla	NPrePre8_BPre8_NStem_NStem	NPrePre8_BPre8_NStem_NStem	i_zi_phatha_mandla	NPrePre8_BPre8_NStem_NStem
za_u_m_thomnyama	PossConc8_NPrePre3_BPre3_NStem	PossConc10_NPrePre3_BPre3_NStem	za_u_m_thomnya	PossConc10_NPrePre3_BPre3_NStem
na_i_(z)in_kokeli	AdvPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre10_BPre10_NStem	na_i_(z)in_kokeli	AdvPre_NPrePre10_BPre10_NStem
za_i_zim_vo	PossConc8_NPrePre8_BPre8_NStem	PossConc10_NPrePre10_BPre8_NStem	za_i_zim_vo	PossConc10_NPrePre10_BPre8_NStem
nga_u_ku_th_i	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	nga_u_ku_th_i	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
ku_za	SC15_AuxVStem	SC15_AuxVStem	ku_za	SC15_AuxVStem
ku_qhub_w_a	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm	ku_qhub_w_a	SC15_VRoot_PassExt_VerbTerm
i_n_kqubo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_kqubo	NPrePre9_BPre9_NStem
ya_i_CBP	PossConc9_NPrePre9_Abbr	PossConc9_NPrePre9_Abbr	ya_i_cbp	PossConc9_NPrePre9_Foreign
.	Punc	Punc	.	Punc
e_a_ma_phandle_ini	LocPre_NPrePre6_BPre6_NStem_LocSuf	LocPre_NPrePre6_BPre6_NStem_LocSuf	e_a_ma_phandle_ini	LocPre_NPrePre6_BPre6_NStem_LocSuf
ba_nga_ba	CopPre_Pot_Cop	CopPre_Pot_Cop	ba_nga_ba	CopPre_Pot_Cop
na_i_(z)i_wadi	CopPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre10_BPre10_NStem	na_i_(z)i_wadi	AdvPre_NPrePre10_BPre10_NStem
ezin_khulu	AdjPref10_AdjStem	AdjPref10_AdjStem	ezin_khulu	AdjPref10_AdjStem
na_a_ba_ntu	AdvPre_NPrePre2_BPre2_NStem	AdvPre_NPrePre2_BPre2_NStem	na_a_ba_ntu	AdvPre_NPrePre2_BPre2_NStem
aba_tyal_w_e	RelConc2_VRoot_PassExt_VerbTerm	RelConc2_VRoot_PassExt_VerbTerm	aba_tyal_w_e	RelConc2_VRoot_PassExt_VerbTerm
ku_yo	LocPre_PronStem9	LocPre_PronStem9	ku_yo	LocPre_PronStem9
yo_nke	QuantConc9_QuantStem	QuantConc4_QuantStem	yo_nke	QuantConc4_QuantStem
loo	Dem9_Pos2	Dem11	looo	Dem11
lali	NStem	NStem	lali	NStem
okanye	Conj	Conj	okanye	Conj
i_fama	NPrePre9_NStem	NPrePre9_NStem	i_fama	NPrePre9_NStem
.	Punc	Punc	.	Punc
i_mbalwa	CopPre_RelStem	SC9_RelStem	i_mbalwa	SC9_RelStem
ka_khulu	AdvPre_AdjStem	AdvPre_AdjStem	ka_khulu	AdvPre_AdjStem
i_mi_butho	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_butho	NPrePre4_BPre4_NStem
e_sebenz_a_yo	RelConc4_VRoot_VerbTerm_RelSuf	RelConc9_VRoot_VerbTerm_RelSuf	e_sebenz_a_yo	RelConc9_VRoot_VerbTerm_RelSuf
.	Punc	Punc	.	Punc
i_lali	NPrePre5_NStem	NPrePre5_NStem	i_lali	NPrePre5_NStem
nga_nye	AdvPre_EnumStem	AdvPre_EnumStem	nga_nye	AdvPre_EnumStem
okanye	Conj	Conj	okanye	Conj
i_(li)_qela	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_qela	NPrePre5_BPre5_NStem
la_i_(z)i_fama	PossConc5_NPrePre10_BPre10_NStem	PossConc5_NPrePre10_BPre10_NStem	la_i_(z)i_fama	PossConc5_NPrePre10_BPre10_NStem
ku_funek_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_funek_a	SC15_VRoot_VerbTerm
li_nyul_e	SC5_VRoot_VerbTerm	SC5_VRoot_VerbTerm	li_nyul_e	SC5_VRoot_VerbTerm
u_m_thunywa	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	u_m_thunywa	NPrePre1_BPre1_NStem
ukuba	Conj	Conj	ukuba	Conj
a_khonz_e	SC1_VRoot_VerbTerm	SC6_VRoot_VerbTerm	a_khonz_e	SC6_VRoot_VerbTerm
ku_i_komiti	LocPre_NPrePre9_NStem	LocPre_NPrePre9_NStem	ku_i_komiti	LocPre_NPrePre9_NStem
ya_i_wadi	PossConc9_NPrePre9_NStem	PossConc9_NPrePre9_NStem	ya_i_wadi	PossConc9_NPrePre9_NStem
.	Punc	Punc	.	Punc
i_n_tliziyo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_tliziyo	NPrePre9_BPre9_NStem
ya_u_m_gaqo_si_seko	PossConc9_NPrePre3_BPre3_NStem_BPre7_NStem	PossConc9_NPrePre3_BPre3_NStem_BPre7_NStem	ya_u_m_gaqo_si_seko	PossConc9_NPrePre3_BPre3_NStem_BPre7_NStem
ng_u_m_thetho	CopPre_NPrePre3_BPre3_NStem	CopPre_NPrePre3_BPre3_NStem	ng_u_m_thetho	CopPre_NPrePre3_BPre3_NStem
o_yil_w_a_yo	RelConc3_VRoot_PassExt_VerbTerm_RelSuf	RelConc3_VRoot_PassExt_VerbTerm_RelSuf	o_yil_w_a_yo	RelConc3_VRoot_PassExt_VerbTerm_RelSuf
wa_a_ma_lungelo	PossConc3_NPrePre6_BPre6_NStem	PossConc3_NPrePre6_BPre6_NStem	wa_a_ma_lungelo	PossConc3_NPrePre6_BPre6_NStem
.	Punc	Punc	.	Punc
u_m_thetho	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_thetho	NPrePre3_BPre3_NStem
o_yil_w_a_yo	RelConc3_VRoot_PassExt_VerbTerm_RelSuf	RelConc3_VRoot_PassExt_VerbTerm_RelSuf	o_yil_w_a_yo	RelConc3_VRoot_PassExt_VerbTerm_RelSuf
wa_a_ma_lungelo	PossConc3_NPrePre6_BPre6_NStem	PossConc3_NPrePre6_BPre6_NStem	wa_a_ma_lungelo	PossConc3_NPrePre6_BPre6_NStem
u_phakamis_a	SC3_VRoot_VerbTerm	SC3_VRoot_VerbTerm	u_phakam_is_a	SC3_VRoot_CausExt_VerbTerm
a_ma_lungelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_lungelo	NPrePre6_BPre6_NStem
a_bo	PossConc6_PronStem2	PossConc6_PronStem2	abo	Dem2
bo_nke	QuantConc2_QuantStem	QuantConc2_QuantStem	bo_nke	QuantConc2_QuantStem
a_ba_hlali	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_hlali	NPrePre2_BPre2_NStem
na_a_be_mi	AdvPre_NPrePre2_BPre2_NStem	AdvPre_NPrePre2_BPre2_NStem	na_a_be_mi	AdvPre_NPrePre2_BPre2_NStem
a_ukuba	PossConc6_Conj	PossConc6_Conj	a_ukuba	PossConc6_Conj
ba_phath_w_e	SC2_VRoot_PassExt_VerbTerm	SC2_VRoot_PassExt_VerbTerm	ba_phath_w_e	SC2_VRoot_PassExt_VerbTerm
nga_oku_fan_a_yo	AdvPre_RelConc15_VRoot_VerbTerm_RelSuf	AdvPre_RelConc15_VRoot_VerbTerm_RelSuf	nga_oku_fan_a_yo	AdvPre_RelConc15_VRoot_VerbTerm_RelSuf
na_nga_i_si_dima	AdvPre_AdvPre_NPrePre7_BPre7_NStem	AdvPre_AdvPre_NPrePre7_BPre7_NStem	na_nga_i_si_dima	AdvPre_AdvPre_NPrePre7_BPre7_NStem
ku_nga_kheth_w_a	SC15_Pot_VRoot_PassExt_VerbTerm	SC15_Pot_VRoot_PassExt_VerbTerm	ku_nga_kheth_w_a	SC15_Pot_VRoot_PassExt_VerbTerm
nga_oko_hlanga	AdvPre_AdvPre_NStem	AdvPre_AdvPre_NStem	nga_oko_hle_a_nga	AdvPre_AdvPre_AdjStem_VerbTerm_NegPre
,	Punc	Punc	,	Punc
i_si_ni	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	i_si_ni	NPrePre7_BPre7_NStem
,	Punc	Punc	,	Punc
u_bu_tyebi	NPrePre14_BPre14_NStem	NPrePre14_BPre14_NStem	u_bu_tyebi	NPrePre14_BPre14_NStem
okanye	Conj	Conj	okanye	Conj
i_wonga	NPrePre5_NStem	NPrePre5_NStem	i_wong_a	SC9_VRoot_VerbTerm
.	Punc	Punc	.	Punc
i_municipal	NPrePre9_Foreign	NPrePre9_Foreign	i_municipal	NPrePre9_Foreign
Structures	Foreign	Foreign	structures	Foreign
act	Foreign	Foreign	act	Foreign
,	Punc	Punc	,	Punc
1998	Num	Num	1998	Num
i_phawul_a	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_phawul_a	SC9_VRoot_VerbTerm
ukuba	Conj	Conj	ukuba	Conj
u_masipala	NPrePre1a_NStem	NPrePre1a_NStem	u_masipala	NPrePre1a_NStem
u_na_i_lungelo	CopPre_CopPre_NPrePre5_NStem	CopPre_CopPre_NPrePre5_NStem	u_na_i_lungelo	CopPre_CopPre_NPrePre5_NStem
la_u_ku_chith_a	PossConc5_NPrePre15_BPre15_VRoot_VerbTerm	PossConc5_NPrePre15_BPre15_VRoot_VerbTerm	lwa_u_ku_chith_a	PossConc11_NPrePre15_BPre15_VRoot_VerbTerm
i_komiti	NPrePre9_NStem	NPrePre9_NStem	i_komiti	NPrePre9_NStem
ya_i_wadi	PossConc9_NPrePre9_NStem	PossConc9_NPrePre9_NStem	ya_i_wadi	PossConc9_NPrePre9_NStem
xa	Conj	Conj	xa	Conj
i_silel_a	SC7_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_silel_a	SC9_VRoot_VerbTerm
e_u_ku_fez_a_ini	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	e_u_ku_fez_a_ini	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf
i_n_jongo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_jongo	NPrePre9_BPre9_NStem
ya_yo	PossConc9_PronStem9	PossConc9_PronStem9	ya_yo	PossConc9_PronStem9
.	Punc	Punc	.	Punc
oku	Dem15_Pos1	Dem15	oku	Dem15
ku_enz_iw_a	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	ku_enz_iw_a	BPre15_VRoot_PassExt_VerbTerm
ngakumbi	Adv	Adv	ngakumbi	Adv
xa	Conj	Conj	xa	Conj
i_komiti	NPrePre9_NStem	NPrePre9_NStem	i_komiti	NPrePre9_NStem
ya_i_wadi	PossConc9_NPrePre9_NStem	PossConc9_NPrePre9_NStem	ya_i_wadi	PossConc9_NPrePre9_NStem
i_nga_wu_phumez_a_nga	SC9_NegPre_OC3_VRoot_VerbTerm_NegPre	SC9_NegPre_OC3_VRoot_VerbTerm_NegPre	i_nga_wu_phumez_a_nga	SC9_NegPre_OC3_VRoot_VerbTerm_NegPre
u_m_sebenzi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_sebenzi	NPrePre3_BPre3_NStem
wa_yo	PossConc3_PronStem4	PossConc3_PronStem9	wa_yo	PossConc3_PronStem9
.	Punc	Punc	.	Punc
yi_n_to_ni	CopPre_BPre9_NStem_InterrogSuf	CopPre_BPre9_NStem_InterrogSuf	yi_n_to_ni	CopPre_BPre9_NStem_InterrogSuf
o_yi_enz_a_yo	RelConc1_OC9_VRoot_VerbTerm_RelSuf	RelConc1_OC9_VRoot_VerbTerm_RelSuf	o_yi_enz_a_yo	RelConc1_OC9_VRoot_VerbTerm_RelSuf
e_u_ku_enz_a	LocPre_NPrePre15_BPre15_VRoot_VerbTerm	RelConc9_NPrePre15_BPre15_VRoot_VerbTerm	e_ku_enz_a	RelConc9_BPre15_VRoot_VerbTerm
ku_be_nzima	CopPre_CopPre_RelStem	CopPre_CopPre_RelStem	ku_a_be_nzima	LocPre_NPrePre2_CopPre_RelStem
u_ku_theth_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_theth_a	NPrePre15_BPre15_VRoot_VerbTerm
?	Punc	Punc	?	Punc
fund_a	VRoot_VerbTerm	VRoot_VerbTerm	fund_a	VRoot_VerbTerm
u_fundo_nzulu	NPrePre11_NStem_NStem	NPrePre11_NStem_NStem	u_fundo_nzulu	NPrePre11_NStem_NStem
olu_landel_a_yo	RelConc11_VRoot_VerbTerm_RelSuf	RelConc11_VRoot_VerbTerm_RelSuf	olu_landel_a_yo	RelConc11_VRoot_VerbTerm_RelSuf
malunga	Adv	Adv	malunga	Adv
na_i_si_ganeko	AdvPre_NPrePre7_BPre7_NStem	AdvPre_NPrePre7_BPre7_NStem	na_i_si_ganeko	AdvPre_NPrePre7_BPre7_NStem
.	Punc	Punc	.	Punc
u_m_buzo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_buzo	NPrePre3_BPre3_NStem
2	Num	Num	2	Num
y_e_yi_phi	CopPre_RelConc9_EnumConc9_EnumStem	CopPre_RelConc9_EnumConc9_EnumStem	y_e_yi_phi	CopPre_RelConc9_EnumConc9_EnumStem
i_mi_ba	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_ba	NPrePre4_BPre4_NStem
e_balulek_il_e_yo	RelConc4_VRoot_Perf_VerbTerm_RelSuf	RelConc9_VRoot_Perf_VerbTerm_RelSuf	e_balulek_il_e_yo	RelConc9_VRoot_Perf_VerbTerm_RelSuf
e_ku_funek_a	RelConc9_SC15_VRoot_VerbTerm	RelConc9_SC15_VRoot_VerbTerm	e_ku_funek_a	RelConc9_SC15_VRoot_VerbTerm
i_qulath_w_e	NPrePre4_VRoot_PassExt_VerbTerm	SC9_VRoot_PassExt_VerbTerm	i_qulath_w_e	SC9_VRoot_PassExt_VerbTerm
ku_i_PMS	LocPre_NPrePre9_Abbr	LocPre_NPrePre9_Abbr	ku_i_pms	LocPre_NPrePre9_NStem
?	Punc	Punc	?	Punc
u_bu_me	NPrePre14_BPre14_NStem	NPrePre14_BPre14_NStem	u_bu_me	NPrePre14_BPre14_NStem
ba_u_(lu)_lawulo	PossConc14_NPrePre11_BPre11_NStem	PossConc14_NPrePre11_BPre11_NStem	ba_u_(lu)_lawulo	PossConc14_NPrePre11_BPre11_NStem
lwa_oku_si_ngqong_il_e_yo	PossConc11_RelConc15_OC1pp_VRoot_Perf_VerbTerm_RelSuf	PossConc11_RelConc15_OC1pp_VRoot_Perf_VerbTerm_RelSuf	lwa_oku_si_ngqong_il_e_yo	PossConc11_RelConc15_OC1pp_VRoot_Perf_VerbTerm_RelSuf
.	Punc	Punc	.	Punc
u_phuhliso	NPrePre11_NStem	NPrePre11_NStem	u_phuhliso	NPrePre11_NStem
olu_na_i_(z)in_phembelelo	RelConc11_AdvPre_NPrePre9_BPre10_NStem	RelConc11_CopPre_NPrePre10_BPre10_NStem	olu_na_i_(z)in_phembelelo	RelConc11_CopPre_NPrePre10_BPre10_NStem
za_oku_si_ngqong_il_e_yo	PossConc10_RelConc15_SC1pp_VRoot_Perf_VerbTerm_RelSuf	PossConc10_RelConc15_OC1pp_VRoot_Perf_VerbTerm_RelSuf	za_oku_si_ngqong_il_e_yo	PossConc10_RelConc15_OC1pp_VRoot_Perf_VerbTerm_RelSuf
oku_mandundu	RelConc15_RelStem	RelConc15_RelStem	oku_mandundu	RelConc15_RelStem
okanye	Conj	Conj	okanye	Conj
oku_kwa_s_e_u_ku_hlal_a_ini	RelConc15_PossConc15_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	RelConc15_PossConc15_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	okwa_s_e_u_ku_hlal_a_ini	AdvPre_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf
ku_fun_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_fun_a	SC15_VRoot_VerbTerm
u_ku_phembelel_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	u_ku_phembelel_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm
y_i_n_kxaso	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	y_i_n_kxaso	CopPre_NPrePre9_BPre9_NStem
e_u_ku_phucul_a_ini	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	e_u_ku_phucul_a_ini	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf
i_(z)in_gingqi	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)in_gingqi	NPrePre10_BPre10_NStem
ezi_nxuluman_e_yo	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf	ezi_nxuluman_e_yo	RelConc10_VRoot_VerbTerm_RelSuf
.	Punc	Punc	.	Punc
u_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm
i_n_xaxheba	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_xaxheba	NPrePre9_BPre9_NStem
kwa_a_ba_hlali	PossConc15_NPrePre2_BPre2_NStem	PossConc15_NPrePre2_BPre2_NStem	kwa_a_ba_hlali	PossConc15_NPrePre2_BPre2_NStem
ba_i_n_gingqi	PossConc2_NPrePre9_BPre9_NStem	PossConc2_NPrePre9_BPre9_NStem	ba_i_n_gingqi	PossConc2_NPrePre9_BPre9_NStem
ku_u_m_sebenzi	LocPre_NPrePre3_BPre3_NStem	LocPre_NPrePre3_BPre3_NStem	ku_u_m_sebenzi	LocPre_NPrePre3_BPre3_NStem
ka_masipala	PossKA_NStem	PossKA_NStem	ka_u_masipala	PossKA_NPrePre1a_NStem
ku_qinisek_is_w_a	SC15_VRoot_CausExt_PassExt_VerbTerm	SC15_VRoot_CausExt_PassExt_VerbTerm	ku_qinisek_is_w_a	SC15_VRoot_CausExt_PassExt_VerbTerm
ku_u_m_sebenzi	LocPre_NPrePre3_BPre3_NStem	LocPre_NPrePre3_BPre3_NStem	ku_u_m_sebenzi	LocPre_NPrePre3_BPre3_NStem
wa_i_(z)i_komiti	PossConc1_NPrePre10_BPre10_NStem	PossConc3_NPrePre10_BPre10_NStem	wa_i_(z)i_komiti	PossConc3_NPrePre10_BPre10_NStem
za_i_wadi	PossConc10_NPrePre9_NStem	PossConc10_NPrePre9_NStem	za_i_wadi	PossConc10_NPrePre9_NStem
kwaye	Conj	Conj	kwaye	Conj
ku_kho	CopPre_Adv	CopPre_Adv	ku_kho	CopPre_Adv
i_m_funeko	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_m_funeko	NPrePre9_BPre9_NStem
e_s_e_u_m_thetho_ini	RelConc9_PreLoc-s_LocPre_NPrePre3_BPre3_NStem_LocSuf	RelConc9_PreLoc-s_LocPre_NPrePre3_BPre3_NStem_LocSuf	e_s_e_u_m_thetho_ini	RelConc9_PreLoc-s_LocPre_NPrePre3_BPre3_NStem_LocSuf
ya_ukuba	PossConc9_Conj	PossConc9_Conj	ya_ukuba	PossConc9_Conj
u_masipala	NPrePre1a_NStem	NPrePre1a_NStem	u_masipala	NPrePre1a_NStem
a_bandakany_e	SC1a_VRoot_VerbTerm	SC6_VRoot_VerbTerm	a_bandakany_e	SC6_VRoot_VerbTerm
a_ba_hlali	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_hlali	NPrePre2_BPre2_NStem
ba_i_n_gingqi	PossConc2_NPrePre9_BPre9_NStem	PossConc2_NPrePre9_BPre9_NStem	ba_i_n_gingqi	PossConc2_NPrePre9_BPre9_NStem
,	Punc	Punc	,	Punc
ku_i_(z)i_komiti	LocPre_NPrePre10_BPre10_NStem	LocPre_NPrePre10_BPre10_NStem	ku_i_(z)i_komiti	LocPre_NPrePre10_BPre10_NStem
za_i_wadi	PossConc10_NPrePre9_NStem	PossConc10_NPrePre9_NStem	za_i_wadi	PossConc10_NPrePre9_NStem
,	Punc	Punc	,	Punc
e_ku_m_is_a_ini	LocPre_BPre15_VRoot_CausExt_VerbTerm_LocSuf	LocPre_BPre15_VRoot_CausExt_VerbTerm_LocSuf	e_u_ku_m_is_a_ini	LocPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm_LocSuf
i_(z)i_KPI	NPrePre10_BPre10_Abbr	NPrePre10_BPre10_Abbr	i_(z)i_kpi	NPrePre10_BPre10_PronStem5
na_i_(z)i_thagethi	AdvPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre10_BPre10_NStem	na_i_(z)i_thagethi	AdvPre_NPrePre10_BPre10_NStem
za_u_ku_enz_iw_a	PossConc10_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	PossConc10_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	za_u_ku_enz_iw_a	PossConc10_NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_u_m_sebenzi	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem	kwa_u_m_sebenzi	PossConc15_NPrePre3_BPre3_NStem
kwa_kunye	AdvPre_Conj	AdvPre_Conj	kwa_kunye	AdvPre_Conj
na_u_ku_qinisek_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	na_u_ku_qinisek_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
u_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm
i_n_xaxheba	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_xaxheba	NPrePre9_BPre9_NStem
kwa_a_ba_hlali	PossConc15_NPrePre2_BPre2_NStem	PossConc15_NPrePre2_BPre2_NStem	kwa_a_ba_hlali	PossConc15_NPrePre2_BPre2_NStem
e_u_ku_bek_a_ini	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	e_u_ku_bek_a_ini	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf
e_so_ini	LocPre_NStem_LocSuf	LocPre_NStem_LocSuf	e_so_ini	LocPre_NStem_LocSuf
na_s_e_u_ku_hlel_a_ini	AdvPre_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	AdvPre_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	na_s_e_u_ku_hlel_a_ini	AdvPre_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf
nga_oku_tsha	AdvPre_AdjPref15_AdjStem	AdvPre_AdjPref15_AdjStem	nga_oku_tsha	AdvPre_AdjPref15_AdjStem
oku	Dem15_Pos1	Dem15	oku	Dem15
.	Punc	Punc	.	Punc
a_hlaziy_e	SC6_VRoot_VerbTerm	SC1a_VRoot_VerbTerm	a_hlaziy_e	SC1a_VRoot_VerbTerm
rhoqo	Ideoph	Ideoph	rhoqo	Ideoph
i_(z)in_gxelo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)in_gxelo	NPrePre10_BPre10_NStem
nga_u_ku_qokelel_w_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	nga_u_ku_qokelel_w_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_i_ngeniso	PossConc15_NPrePre9_NStem	PossConc15_NPrePre9_NStem	kwa_i_ngeniso	PossConc15_NPrePre9_NStem
ya_i_bhunga	PossConc9_NPrePre5_NStem	PossConc9_NPrePre5_NStem	ya_i_bhunga	PossConc9_NPrePre5_NStem
na_u_(lu)_nikezelo	AdvPre_NPrePre11_BPre11_NStem	AdvPre_NPrePre11_BPre11_NStem	na_u_(lu)_nikezelo	AdvPre_NPrePre11_BPre11_NStem
lwa_i_(z)in_konzo	PossConc11_NPrePre10_BPre10_NStem	PossConc11_NPrePre10_BPre10_NStem	lwa_i_(z)in_konzo	PossConc11_NPrePre10_BPre10_NStem
.	Punc	Punc	.	Punc
u_bu_chule	NPrePre14_BPre14_NStem	NPrePre14_BPre14_NStem	u_bu_chule	NPrePre14_BPre14_NStem
na_u_ku_ba_na_kho	AdvPre_NPrePre15_BPre15_CopPre_CopPre_Adv	AdvPre_NPrePre15_BPre15_CopPre_AdvPre_Adv	na_ukuba_na_kho	AdvPre_Conj_CopPre_Adv
kwa_i_(z)in_nqununu	PossConc15_NPrePre10_BPre10_NStem	PossConc15_NPrePre10_BPre10_NStem	kwa_i_(z)in_qunu	PossConc15_NPrePre10_BPre10_NStem
za_i_zi_kolo	PossConc10_NPrePre8_BPre8_NStem	PossConc10_NPrePre8_BPre8_NStem	za_i_zi_kolo	PossConc10_NPrePre8_BPre8_NStem
.	Punc	Punc	.	Punc
u_phawu	NPrePre11_NStem	NPrePre11_NStem	u_phawu	NPrePre11_NStem
olu_xhaphak_il_e_yo	RelConc11_VRoot_Perf_VerbTerm_RelSuf	RelConc11_VRoot_Perf_VerbTerm_RelSuf	olu_xhaphak_il_e_yo	RelConc11_VRoot_Perf_VerbTerm_RelSuf
lwa_i_si_kolo	PossConc11_NPrePre7_BPre7_NStem	PossConc11_NPrePre7_BPre7_NStem	lwa_i_si_kolo	PossConc11_NPrePre7_BPre7_NStem
esi_qhub_w_a	RelConc7_VRoot_PassExt_VerbTerm	RelConc7_VRoot_PassExt_VerbTerm	esi_qhub_w_a	RelConc7_VRoot_PassExt_VerbTerm
kaku_hle	AdvPre_AdjStem	AdvPre_AdjStem	kaku_hle	AdvPre_AdjStem
b_u_bu_n_kokheli	CopPre_NPrePre14_BPre14_BPre9_NStem	CopPre_NPrePre14_BPre14_BPre9_NStem	b_u_bu_n_kokheli	CopPre_NPrePre14_BPre14_BPre9_NStem
.	Punc	Punc	.	Punc
i_(li)_sebe	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_sebe	NPrePre5_BPre5_NStem
la_i_n_fundo	PossConc5_NPrePre9_BPre9_NStem	PossConc5_NPrePre9_BPre9_NStem	la_i_m_fundo	PossConc5_NPrePre9_BPre9_NStem
esi_si_seko	RelConc7_BPre7_NStem	RelConc7_BPre7_NStem	esi_si_seko	RelConc7_BPre7_NStem
ku_tsha	AdvPre_AdjStem	AdvPre_AdjStem	ku_tsha	AdvPre_AdjStem
nje	Adv	Adv	nje	Adv
li_ndulul_e	SC5_VRoot_VerbTerm	SC5_VRoot_VerbTerm	li_ndulul_e	SC5_VRoot_VerbTerm
