morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
ngo_ku_banzi	AdvPre_RelConc15_RelStem	PUNC_PUNC_PUNC	AdvPre_RelConc15_RelStem	AdvPre_BPre15_NStem
_	Punc		Punc	
sebenz_is_a	VRoot_CausExt_VerbTerm	NStem_NStem_NStem	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm
i_in_dlel_a	NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem	NPrePre10_BPre10_NStem	SC4_OC4_VRoot_VerbTerm
zo_kw_az_is_a	PossConc10_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_NStem_VRoot_VRoot_NStem	PossConc10_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	CopPre_OC15_VRoot_CausExt_VerbTerm
i_i_Komiti	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre4_NPrePre4_NStem
ze_Wadi	PossConc10_NPrePre9_NStem	NStem_NStem	PossConc10_NPrePre9_NStem	AdvPre_NStem
,	Punc	PUNC	Punc	PUNC
a_ma_qela	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
aba_hlali	NPrePre2_BPre2_NStem	NStem_NStem	NPrePre2_BPre2_NStem	NegPre_NStem
,	Punc	PUNC	Punc	PUNC
i_zi_phath_a__ma_ndla	NPrePre8_BPre8_NStem_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre8_BPre8_NStem_NStem	NPrePre4_OC9_VRoot_VerbTerm_BPre6_NStem
zo_m_thom_nyama	PossConc8_NPrePre3_BPre3_NStem	VRoot_VRoot_VRoot_VRoot	PossConc8_NPrePre3_BPre3_NStem	AdvPre_BPre3_VRoot_Adv
ne_e_n_kokeli	AdvPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem	AdvPre_NPrePre10_BPre10_NStem	AdvPre_LocPre_NPre9_NStem
ze_zim_vo	PossConc8_NPrePre8_BPre8_NStem	PUNC_NStem_PUNC	PossConc8_NPrePre8_BPre8_NStem	PossConc9_NPre10_NStem
ngo_ku_th_i	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm
ku_z_a	SC15_AuxVStem	NStem_NStem_NStem	SC15_AuxVStem	BPre15_VRoot_VerbTerm
ku_qhuty_w_a	SC15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem	SC15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm
i_n_kqubo	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ye__CBP	PossConc9_NPrePre9_Abbr	NStem_NStem	PossConc9_NPrePre9_Abbr	PossConc9_Abbr
.	Punc	PUNC	Punc	PUNC
Ema_phandle_ni	LocPre_NPrePre6_BPre6_NStem_LocSuf	NStem_NStem_NStem	LocPre_NPrePre6_BPre6_NStem_LocSuf	NPre6_NStem_LocSuf
ba_ng_aba	CopPre_Pot_Cop	PUNC_PUNC_PUNC	CopPre_Pot_Cop	BPre2_Pot_NStem
ne_e_wadi	CopPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem	CopPre_NPrePre10_BPre10_NStem	AdvPre_PossConc6_NStem
ezin_kulu	AdjPref10_AdjStem	PUNC_PUNC	AdjPref10_AdjStem	AdvPre_AdjStem
na_ba_ntu	AdvPre_NPrePre2_BPre2_NStem	NStem_NStem_NStem	AdvPre_NPrePre2_BPre2_NStem	AdvPre_BPre2_NStem
aba_tyal_w_e	RelConc2_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem	RelConc2_VRoot_PassExt_VerbTerm	RelConc2_VRoot_PassExt_VerbTerm
ku_yo	LocPre_PronStem9	PUNC_PUNC	LocPre_PronStem9	LocPre_PronStem9
yo_nke	QuantConc9_QuantStem	NStem_NStem	QuantConc9_QuantStem	QuantConc4_AdjStem
loo	Dem9_Pos2	PUNC	Dem9_Pos2	PronStem4
lali	NStem	PUNC	NStem	CDEM05
okanye	Conj	PUNC	Conj	Adv
i_fama	NPrePre9_NStem	PUNC_PUNC	NPrePre9_NStem	NPrePre4_NStem
.	Punc	PUNC	Punc	PUNC
I_m_balwa	CopPre_RelStem	NStem_NStem_NStem	CopPre_RelStem	NPrePre9_BPre9_NStem
ka_khulu	AdvPre_AdjStem	NStem_NStem	AdvPre_AdjStem	AdvPre_AdjStem
i_mi_butho	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
e_sebenz_a_yo	RelConc4_VRoot_VerbTerm_RelSuf	VRoot_NStem_VRoot_VRoot	RelConc4_VRoot_VerbTerm_RelSuf	PossConc6_VRoot_VerbTerm_RelSuf
.	Punc	PUNC	Punc	PUNC
I_lali	NPrePre5_NStem	NStem_NStem	NPrePre5_NStem	NPre9_NStem
nga_nye	AdvPre_EnumStem	PUNC_PUNC	AdvPre_EnumStem	AdvPre_AdjStem
okanye	Conj	PUNC	Conj	Adv
i_qela	NPrePre5_BPre5_NStem	NStem_NStem	NPrePre5_BPre5_NStem	NPrePre4_NStem
le_e_fama	PossConc5_NPrePre10_BPre10_NStem	NStem_NStem_NStem	PossConc5_NPrePre10_BPre10_NStem	PossConc5_LocPre_NStem
ku_funek_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
li_nyul_e	SC5_VRoot_VerbTerm	NStem_NStem_NStem	SC5_VRoot_VerbTerm	SC5_VRoot_VerbTerm
u_m_thunywa	NPrePre1_BPre1_NStem	NStem_NStem_NStem	NPrePre1_BPre1_NStem	NPrePre3_BPre3_NStem
u_kuba	Conj	PUNC_PUNC	Conj	NPrePre1a_NStem
a_khonz_e	SC1_VRoot_VerbTerm	NStem_NStem_NStem	SC1_VRoot_VerbTerm	SC6_VRoot_VerbTerm
kw_i_Komiti	LocPre_NPrePre9_NStem	NStem_NStem_NStem	LocPre_NPrePre9_NStem	PossConc15_NPre9_NStem
ye_Wadi	PossConc9_NPrePre9_NStem	NStem_NStem	PossConc9_NPrePre9_NStem	PossConc9_NStem
.	Punc	PUNC	Punc	PUNC
I_n_tliziyo	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
yo_M_gaqo__si_se_ko	PossConc9_NPrePre3_BPre3_NStem_BPre7_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	PossConc9_NPrePre3_BPre3_NStem_BPre7_NStem	PossConc4_BPre3_NStem_BPre7_PossConc7_RelSuf
ng_u_M_thetho	CopPre_NPrePre3_BPre3_NStem	NStem_NStem_NStem_NStem	CopPre_NPrePre3_BPre3_NStem	CopPre_NPrePre3_BPre3_NStem
Oyil_w_a_yo	RelConc3_VRoot_PassExt_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot	RelConc3_VRoot_PassExt_VerbTerm_RelSuf	VRoot_PassExt_VerbTerm_RelSuf
wa_Ma_lungelo	PossConc3_NPrePre6_BPre6_NStem	NStem_NStem_NStem	PossConc3_NPrePre6_BPre6_NStem	PossConc3_BPre6_NStem
.	Punc	PUNC	Punc	PUNC
U_M_thetho	NPrePre3_BPre3_NStem	PUNC_PUNC_PUNC	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
Oyil_w_a_yo	RelConc3_VRoot_PassExt_VerbTerm_RelSuf	NStem_NStem_VRoot_NStem	RelConc3_VRoot_PassExt_VerbTerm_RelSuf	VRoot_PassExt_VerbTerm_RelSuf
wa_Ma_lungelo	PossConc3_NPrePre6_BPre6_NStem	NStem_NStem_NStem	PossConc3_NPrePre6_BPre6_NStem	PossConc3_BPre6_NStem
u_phakamis_a	SC3_VRoot_VerbTerm	VRoot_VRoot_VRoot	SC3_VRoot_VerbTerm	SC2ps_VRoot_VerbTerm
a_ma_lungelo	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
abo	PossConc6_PronStem2	PUNC	PossConc6_PronStem2	CDEM02
bo_nke	QuantConc2_QuantStem	NStem_NStem	QuantConc2_QuantStem	BPre2_NStem
aba_hlali	NPrePre2_BPre2_NStem	NStem_NStem	NPrePre2_BPre2_NStem	NegPre_NStem
na_be_mi	AdvPre_NPrePre2_BPre2_NStem	NStem_NStem_NStem	AdvPre_NPrePre2_BPre2_NStem	AdvPre_PossConc2_NStem
okuba	PossConc6_Conj	PUNC	PossConc6_Conj	NStem
ba_phath_w_e	SC2_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem	SC2_VRoot_PassExt_VerbTerm	SC2_VRoot_PassExt_VerbTerm
ng_oku_fan_a_yo	AdvPre_RelConc15_VRoot_VerbTerm_RelSuf	NStem_VRoot_NStem_NStem_NStem	AdvPre_RelConc15_VRoot_VerbTerm_RelSuf	AdvPre_RelConc15_VRoot_VerbTerm_RelSuf
na_nge_si_dima	AdvPre_AdvPre_NPrePre7_BPre7_NStem	NStem_NStem_NStem_NStem	AdvPre_AdvPre_NPrePre7_BPre7_NStem	AdvPre_AdvPre_BPre7_NStem
ku_nga_kheth_w_a	SC15_Pot_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC15_Pot_VRoot_PassExt_VerbTerm	SC15_Pot_VRoot_PassExt_VerbTerm
ng_oko_hlanga	AdvPre_AdvPre_NStem	NStem_NStem_NStem	AdvPre_AdvPre_NStem	CopPre_RelConc15_NStem
,	Punc	NStem	Punc	PUNC
i_si_ni	NPrePre7_BPre7_NStem	NStem_NStem_NStem	NPrePre7_BPre7_NStem	NPrePre4_BPre7_Interrog
,	Punc	PUNC	Punc	PUNC
u_bu_tyebi	NPrePre14_BPre14_NStem	NStem_NStem_NStem	NPrePre14_BPre14_NStem	NPrePre3_BPre14_NStem
okanye	Conj	Conj	Conj	Adv
i_wo_ng_a	NPrePre5_NStem	NStem_NStem_NStem_NStem	NPrePre5_NStem	SC9_PronStem6_CopPre_VerbTerm
.	Punc	PUNC	Punc	PUNC
I__Municipal	NPrePre9_Foreign	PUNC_PUNC	NPrePre9_Foreign	NPrePre4_ProperName
Structures	Foreign	NStem	Foreign	Foreign
Act	Foreign	PUNC	Foreign	ProperName
,	Punc	PUNC	Punc	PUNC
1998	Num	PUNC	Num	NUM
i_phawul_a	SC9_VRoot_VerbTerm	NStem_NStem_NStem	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm
u_kuba	Conj	PUNC_PUNC	Conj	NPrePre1a_NStem
u_masipala	NPrePre1a_NStem	NStem_NStem	NPrePre1a_NStem	NPrePre1a_NStem
u_ne_lungelo	CopPre_CopPre_NPrePre5_NStem	NStem_NStem_NStem	CopPre_CopPre_NPrePre5_NStem	NPrePre1a_AdvPre_NStem
lo_ku_chith_a	PossConc5_NPrePre15_BPre15_VRoot_VerbTerm	NStem_VRoot_VRoot_VRoot	PossConc5_NPrePre15_BPre15_VRoot_VerbTerm	PossConc5_OC15_VRoot_VerbTerm
i_Komiti	NPrePre9_NStem	NStem_NStem	NPrePre9_NStem	NPre9_NStem
ye_Wadi	PossConc9_NPrePre9_NStem	NStem_NStem	PossConc9_NPrePre9_NStem	PossConc9_NStem
xa	Conj	PUNC	Conj	Adv
i_silel_a	SC7_VRoot_VerbTerm	NStem_NStem_NStem	SC7_VRoot_VerbTerm	SC4_VRoot_VerbTerm
e_ku_fez_e_ni	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	NStem_NStem_NStem_NStem_NStem	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_VerbTerm_LocSuf
i_n_jongo	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ya_yo	PossConc9_PronStem9	PUNC_PUNC	PossConc9_PronStem9	PossConc4_PronStem9
.	Punc	PUNC	Punc	PUNC
Oku	Dem15_Pos1	PUNC	Dem15_Pos1	CDEM15
kw_enz_iw_a	BPre15_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	BPre15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm
ngakumbi	Adv	NStem	Adv	Adv
xa	Conj	PUNC	Conj	Adv
i_Komiti	NPrePre9_NStem	NStem_NStem	NPrePre9_NStem	NPre9_NStem
ye_Wadi	PossConc9_NPrePre9_NStem	NStem_NStem	PossConc9_NPrePre9_NStem	PossConc9_NStem
i_nga_wu_phumez_a_nga	SC9_NegPre_OC3_VRoot_VerbTerm_NegPre	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	SC9_NegPre_OC3_VRoot_VerbTerm_NegPre	SC4_Pot_OC3_VRoot_VerbTerm_NegPre
u_m_sebenzi	NPrePre3_BPre3_NStem	NStem_NStem_NStem	NPrePre3_BPre3_NStem	NPrePre1_BPre3_NStem
wa_yo	PossConc3_PronStem4	PUNC_PUNC	PossConc3_PronStem4	PossConc3_PronStem9
.	Punc	PUNC	Punc	PUNC
Yi_n_to_ni	CopPre_BPre9_NStem_InterrogSuf	NStem_NStem_NStem_NStem	CopPre_BPre9_NStem_InterrogSuf	CopPre_BPre9_NStem_LocSuf
o_y_enz_a_yo	RelConc1_OC9_VRoot_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc1_OC9_VRoot_VerbTerm_RelSuf	SC6_OC4_VRoot_VerbTerm_RelSuf
e_kw_enz_a	LocPre_NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	LocPre_NPrePre15_BPre15_VRoot_VerbTerm	PossConc6_OC15_VRoot_VerbTerm
ku_be_nzima	CopPre_CopPre_RelStem	NStem_NStem_NStem	CopPre_CopPre_RelStem	SC15_PossConc2_Adv
u_ku_theth_a	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_OC15_VRoot_VerbTerm
?	Punc	PUNC	Punc	PUNC
Fund_a	VRoot_VerbTerm	PUNC_PUNC	VRoot_VerbTerm	VRoot_VerbTerm
u_fundo__nzulu	NPrePre11_NStem_NStem	NStem_NStem_NStem	NPrePre11_NStem_NStem	NPrePre1a_NStem_NStem
olu_landel_a_yo	RelConc11_VRoot_VerbTerm_RelSuf	NStem_NStem_NStem_NStem	RelConc11_VRoot_VerbTerm_RelSuf	RelConc11_VRoot_VerbTerm_RelSuf
ma_lunga	Adv	PUNC_PUNC	Adv	BPre6_NStem
ne_si_ganeko	AdvPre_NPrePre7_BPre7_NStem	NStem_NStem_NStem	AdvPre_NPrePre7_BPre7_NStem	AdvPre_BPre7_NStem
.	Punc	PUNC	Punc	PUNC
U_M_BUZO	NPrePre3_BPre3_NStem	NStem_NStem_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
2	Num	PUNC	Num	NUM
Y_e_yi_phi	CopPre_RelConc9_EnumConc9_EnumStem	NStem_NStem_NStem_NStem	CopPre_RelConc9_EnumConc9_EnumStem	CopPre_LocPre_CopPre_EnumStem
i_mi_ba	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
e_balulek_il_e_yo	RelConc4_VRoot_Perf_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc4_VRoot_Perf_VerbTerm_RelSuf	SC6_VRoot_ApplExt_VerbTerm_PronStem9
e_ku_funek_a	RelConc9_SC15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	RelConc9_SC15_VRoot_VerbTerm	PossConc6_OC15_VRoot_VerbTerm
i_qulath_w_e	NPrePre4_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	NPrePre4_VRoot_PassExt_VerbTerm	SC9_VRoot_PassExt_VerbTerm
kw_i__P_MS	LocPre_NPrePre9_Abbr	NStem_NStem_NStem_NStem	LocPre_NPrePre9_Abbr	PossConc15_NPrePre4_Abbr_Abbr
?	Punc	PUNC	Punc	PUNC
U_bu_me	NPrePre14_BPre14_NStem	NStem_NStem_NStem	NPrePre14_BPre14_NStem	NPrePre1a_BPre14_NStem
bo_lawulo	PossConc14_NPrePre11_BPre11_NStem	NStem_NStem	PossConc14_NPrePre11_BPre11_NStem	BPre2a_NStem
l_oku_si_ngqong_il_e_yo	PossConc11_RelConc15_OC1pp_VRoot_Perf_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	PossConc11_RelConc15_OC1pp_VRoot_Perf_VerbTerm_RelSuf	PossConc5_RelConc15_OC7_VRoot_VerbExt_VerbTerm_PronStem9
.	Punc	PUNC	Punc	PUNC
U_phuhliso	NPrePre11_NStem	PUNC_PUNC	NPrePre11_NStem	NPrePre1a_NStem
olu_ne_e_m_pembelelo	RelConc11_AdvPre_NPrePre9_BPre10_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc11_AdvPre_NPrePre9_BPre10_NStem	RelConc11_AdvPre_LocPre_BPre3_NStem
z_oku_si_ngqong_il_e_yo	PossConc10_RelConc15_SC1pp_VRoot_Perf_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	PossConc10_RelConc15_SC1pp_VRoot_Perf_VerbTerm_RelSuf	CopPre_RelConc15_OC7_VRoot_ApplExt_VerbTerm_RelSuf
oku_mandundu	RelConc15_RelStem	NStem_NStem	RelConc15_RelStem	RelConc15_NStem
okanye	Conj	Conj	Conj	Adv
okwa_s_e_ku_hlal_e_ni	RelConc15_PossConc15_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	NStem_NStem_NStem_NStem_NStem_NStem_NStem	RelConc15_PossConc15_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	RelConc15_PreLocs_LocPre_BPre15_VRoot_VerbTerm_LocSuf
ku_fun_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
u_ku_phenjelel_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	SC3_OC15_VRoot_PassExt_VerbTerm
y_i_n_kxaso	CopPre_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem
e_ku_phucul_e_ni	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_NStem_VRoot	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_VerbTerm_LocSuf
i_in_gingqi	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ezi_nxulumen_e_yo	RelConc10_VRoot_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_PronStem9
.	Punc	PUNC	Punc	PUNC
U_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_OC15_VRoot_VerbTerm
i_n_xaxheba	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
kwa_ba_hlali	PossConc15_NPrePre2_BPre2_NStem	NStem_NStem_NStem	PossConc15_NPrePre2_BPre2_NStem	PossConc15_BPre2_NStem
be_n_gingqi	PossConc2_NPrePre9_BPre9_NStem	NStem_NStem_NStem	PossConc2_NPrePre9_BPre9_NStem	PossConc2_BPre9_NStem
ku_m_sebenzi	LocPre_NPrePre3_BPre3_NStem	NStem_NStem_NStem	LocPre_NPrePre3_BPre3_NStem	LocPre_BPre1_NStem
ka_masipala	PossKA_NStem	NStem_NStem	PossKA_NStem	AdvPre_NStem
ku_qinisek_is_w_a	SC15_VRoot_CausExt_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	SC15_VRoot_CausExt_PassExt_VerbTerm	SC15_VRoot_CausExt_PassExt_VerbTerm
ku_m_sebenzi	LocPre_NPrePre3_BPre3_NStem	NStem_NStem_NStem	LocPre_NPrePre3_BPre3_NStem	LocPre_BPre1_NStem
we_e_Komiti	PossConc1_NPrePre10_BPre10_NStem	NStem_NStem_NStem	PossConc1_NPrePre10_BPre10_NStem	PossConc3_LocPre_NStem
ze_Wadi	PossConc10_NPrePre9_NStem	NStem_NStem	PossConc10_NPrePre9_NStem	AdvPre_NStem
kwaye	Conj	PUNC	Conj	Adv
ku_kho	CopPre_Adv	PUNC_PUNC	CopPre_Adv	LocPre_PronStem2
i_m_funeko	NPrePre9_BPre9_NStem	PUNC_PUNC_PUNC	NPrePre9_BPre9_NStem	NPrePre4_BPre3_NStem
e_s_e_m_thethw_eni	RelConc9_PreLoc-s_LocPre_NPrePre3_BPre3_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	RelConc9_PreLoc-s_LocPre_NPrePre3_BPre3_NStem_LocSuf	LocPre_PreLocs_LocPre_BPre3_NStem_LocSuf
yo_kuba	PossConc9_Conj	PUNC_PUNC	PossConc9_Conj	PronStem9_NStem
u_masipala	NPrePre1a_NStem	NStem_NStem	NPrePre1a_NStem	NPrePre1a_NStem
abandakanye	SC1a_VRoot_VerbTerm	NStem	SC1a_VRoot_VerbTerm	NStem
aba_hlali	NPrePre2_BPre2_NStem	NStem_NStem	NPrePre2_BPre2_NStem	NegPre_NStem
be_n_gingqi	PossConc2_NPrePre9_BPre9_NStem	NStem_NStem_NStem	PossConc2_NPrePre9_BPre9_NStem	PossConc2_BPre9_NStem
,	Punc	PUNC	Punc	PUNC
kw_i_i_Komiti	LocPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre10_BPre10_NStem	PossConc15_NPrePre4_NPrePre4_NStem
ze_Wadi	PossConc10_NPrePre9_NStem	NStem_NStem	PossConc10_NPrePre9_NStem	PossConc9_NStem
,	Punc	PUNC	Punc	PUNC
e_ku_m_is_e_ni	LocPre_BPre15_VRoot_CausExt_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_BPre15_VRoot_CausExt_VerbTerm_LocSuf	LocPre_OC15_VRoot_CausExt_VerbTerm_LocSuf
i_i__K_PI	NPrePre10_BPre10_Abbr	PUNC_PUNC_PUNC_PUNC	NPrePre10_BPre10_Abbr	NPrePre4_NPrePre4_Abbr_Abbr
ne_e_thagethi	AdvPre_NPrePre10_BPre10_NStem	PUNC_PUNC_PUNC	AdvPre_NPrePre10_BPre10_NStem	AdvPre_LocPre_NStem
zo_kw_enz_iw_a	PossConc10_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	PossConc10_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	AdvPre_OC15_VRoot_PassExt_VerbTerm
ko_m_sebenzi	PossConc15_NPrePre3_BPre3_NStem	NStem_NStem_NStem	PossConc15_NPrePre3_BPre3_NStem	LocPre_BPre1_NStem
kw_a_kunye	AdvPre_Conj	PUNC_PUNC_PUNC	AdvPre_Conj	BPre15_LocPre_Adv
no_ku_qinisek_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm
u_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	SC1_OC15_VRoot_VerbTerm
i_n_xaxheba	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
kwa_ba_hlali	PossConc15_NPrePre2_BPre2_NStem	NStem_NStem_NStem	PossConc15_NPrePre2_BPre2_NStem	PossConc15_BPre2_NStem
e_ku_bek_e_ni	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	PUNC_PUNC_PUNC_PUNC_PUNC	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_VerbTerm_LocSuf
e_sw_eni	LocPre_NStem_LocSuf	NStem_NStem_VRoot	LocPre_NStem_LocSuf	LocPre_NStem_LocSuf
na_s_e_ku_hlel_e_ni	AdvPre_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	AdvPre_PreLocs_LocPre_BPre15_VRoot_VerbTerm_LocSuf
ng_oku_tsha	AdvPre_AdjPref15_AdjStem	NStem_NStem_NStem	AdvPre_AdjPref15_AdjStem	AdvPre_RelConc15_NStem
oku	Dem15_Pos1	PUNC	Dem15_Pos1	CDEM15
.	Punc	PUNC	Punc	PUNC
Ahlaziy_e	SC6_VRoot_VerbTerm	NStem_NStem	SC6_VRoot_VerbTerm	ProperName_VerbTerm
rhoqo	Ideoph	NStem	Ideoph	NStem
i_in_gxelo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ngo_ku_qokelel_w_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	CopPre_OC15_VRoot_PassExt_VerbTerm
kwe_ngeniso	PossConc15_NPrePre9_NStem	NStem_NStem	PossConc15_NPrePre9_NStem	PossConc15_NStem
ye_bhunga	PossConc9_NPrePre5_NStem	NStem_NStem	PossConc9_NPrePre5_NStem	PossConc9_NStem
no_nikezelo	AdvPre_NPrePre11_BPre11_NStem	NStem_NStem	AdvPre_NPrePre11_BPre11_NStem	CopPre_NStem
lwe_e_n_konzo	PossConc11_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot	PossConc11_NPrePre10_BPre10_NStem	PossConc11_LocPre_NPre9_NStem
.	Punc	PUNC	Punc	PUNC
U_bu_chule	NPrePre14_BPre14_NStem	NStem_NStem_NStem	NPrePre14_BPre14_NStem	NPrePre3_BPre14_NStem
no_kuba_na_kho	AdvPre_NPrePre15_BPre15_CopPre_CopPre_Adv	NStem_NStem_NStem_NStem	AdvPre_NPrePre15_BPre15_CopPre_CopPre_Adv	CopPre_RelConc2_AdvPre_PronStem2
kwe_e_n_qununu	PossConc15_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot	PossConc15_NPrePre10_BPre10_NStem	PossConc15_LocPre_BPre9_NStem
ze_zi_kolo	PossConc10_NPrePre8_BPre8_NStem	NStem_NStem_NStem	PossConc10_NPrePre8_BPre8_NStem	PossConc9_BPre5_NStem
.	Punc	PUNC	Punc	PUNC
U_phawu	NPrePre11_NStem	NStem_NStem	NPrePre11_NStem	NPrePre1a_NStem
olu_xhaphak_il_e_yo	RelConc11_VRoot_Perf_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc11_VRoot_Perf_VerbTerm_RelSuf	RelConc11_VRoot_ApplExt_VerbTerm_RelSuf
